lat,long
51.95351,4.15481
51.95354,4.15481
51.95355,4.15475
51.95354,4.15476
51.953450000000004,4.15478
51.95352,4.15478
51.95354,4.15477
51.9535,4.15485
51.95351,4.15479
51.95354,4.1548
51.95357,4.15485
51.95354,4.1548
51.95356,4.15478
51.95356,4.15478
51.95357,4.15479
51.95355,4.15479
51.95358,4.15475
51.95783,4.00827
51.95787,4.00823
51.95787,4.00821
51.95788,4.00818
51.95789,4.00819
51.95789,4.00819
51.95787,4.00825
51.95788,4.0082
51.95786,4.0082
51.95786,4.0082
51.9579,4.00819
51.95788,4.00824
51.95788,4.00824
51.9579,4.00824
51.9579,4.00824
51.95789,4.0082
51.95786,4.00823
51.95786,4.00823
51.95786,4.00823
51.95786,4.00823
51.95786,4.00823
51.95791,4.00819
51.95787,4.00825
51.95787,4.00825
51.95788,4.00823
51.95784,4.00829
51.95789,4.0082
51.95785,4.00822
51.95781,4.00823
51.95787,4.00825
51.95787,4.00825
51.95786,4.00823
51.95786,4.00823
51.95781,4.00822
51.95786,4.00822
51.95781,4.00825
51.95785,4.00824
51.95784,4.00822
51.95779,4.00827
51.95776,4.00823
51.95776,4.00823
51.9578,4.00821
51.9578,4.00824
51.9578,4.00824
51.9578,4.00824
51.9578,4.00824
51.95783,4.00827
51.95783,4.00827
51.95787,4.00825
51.95787,4.00825
51.95787,4.00825
51.95783,4.00822
51.95786,4.00824
51.95787,4.00827
51.95783,4.00827
51.95782,4.00828
51.95785,4.00829
51.95784,4.00826
51.95783,4.00825
51.95786,4.00829
51.95784,4.00826
51.95783,4.00827
51.95784,4.00827
51.95783,4.00828
51.95785,4.00827
51.95785,4.00827
51.95783,4.0083
51.95785,4.00827
51.95785,4.00827
51.95785,4.00829
51.95786,4.00829
51.95785,4.00828
51.95783,4.00829
51.95785,4.00827
51.95728,4.03452
51.95724,4.03457
51.957300000000004,4.03464
51.95726,4.03466
51.95727,4.03465
51.95728,4.03461
51.95976,4.03353
51.95974,4.03357
51.95975,4.03355
51.95976,4.03358
51.95977,4.03356
51.95977,4.03356
51.95974,4.03354
51.95973,4.03355
51.95973,4.03354
51.95976,4.0335
51.95976,4.03358
51.95973,4.03354
51.95979,4.03356
51.95974,4.03352
51.95979,4.03356
51.95975,4.03354
51.95977,4.03356
51.95977,4.03356
51.95977,4.03354
51.95974,4.03354
51.95977,4.03353
51.95976,4.03353
51.95975,4.03361
51.95976,4.03355
51.95983,4.03351
51.95975,4.03354
51.95975,4.03354
51.95976,4.03357
51.95978,4.03353
51.95977,4.03349
51.95975,4.03355
51.95975,4.03355
51.95979,4.03354
51.95975,4.0336
51.95977,4.03358
51.95979,4.03354
51.9597,4.0335
51.95976,4.03354
51.95978,4.03359
51.95977,4.03355
51.95978,4.03352
51.95978,4.03352
51.95976,4.0335
51.95977,4.0335
51.95979,4.03357
51.95979,4.03352
51.95977,4.03355
51.95976,4.03356
51.95976,4.03353
51.95979,4.03356
51.95978,4.03351
51.95976,4.03348
51.95978,4.0335
51.95979,4.03355
51.95979,4.03348
51.95981,4.03355
51.95981,4.03355
51.95971,4.03348
51.95982,4.03358
51.95982,4.03358
51.95978,4.03352
51.9597,4.03348
51.9598,4.03352
51.95979,4.03354
51.95976,4.03355
51.95974,4.03352
51.95974,4.0335
51.95974,4.0335
51.95976,4.03351
51.95977,4.03351
51.95977,4.03351
51.95977,4.03358
51.95979,4.03354
51.95979,4.03352
51.95977,4.03351
51.95983,4.03363
51.9598,4.03359
51.9598,4.03352
51.95976,4.03354
51.97187,4.04406
51.66598,4.85097
51.666,4.85094
51.66594,4.85098
51.66594,4.85098
51.66594,4.85098
51.66594,4.85098
51.66602,4.85098
51.66602,4.85098
51.66602,4.85098
51.66602,4.85098
51.66602,4.85098
51.66602,4.85098
51.66601,4.8510100000000005
51.66601,4.8510100000000005
51.66601,4.8510100000000005
51.66601,4.8510100000000005
51.66598,4.8509
51.66597,4.85094
51.66597,4.85094
51.66597,4.85094
51.66599,4.85097
51.66599,4.85097
51.66599,4.85097
51.666,4.85096
51.666,4.85096
51.66601,4.85095
51.66595,4.85094
51.66595,4.8509
51.666,4.85097
51.666,4.85102
51.666,4.85102
51.666,4.85102
51.666,4.85102
51.66598,4.85093
51.66598,4.85093
51.66598,4.85093
51.66598,4.85093
51.66598,4.85093
51.66599,4.85093
51.66598,4.85094
51.66598,4.85094
51.66598,4.85097
51.66598,4.85097
51.66598,4.85097
51.666,4.85096
51.666,4.85096
51.666,4.85096
51.666,4.85096
51.66599,4.85096
51.66599,4.85096
51.66599,4.85096
51.666,4.85097
51.666,4.85097
51.666,4.85095
51.66602,4.85094
51.66602,4.85094
51.66602,4.85094
51.66602,4.85094
51.66602,4.85094
51.66602,4.85094
51.66602,4.85103
51.66602,4.85103
51.66602,4.85103
51.66602,4.85103
51.666,4.85102
51.666,4.85102
51.666,4.85102
51.666,4.85102
51.666,4.85102
51.666,4.85102
51.66604,4.85099
51.66604,4.85099
51.6659,4.85094
51.66599,4.85098
51.66599,4.85098
51.66596,4.8510100000000005
51.66596,4.85099
51.66596,4.85099
51.66596,4.85099
51.66598,4.851
51.66599,4.851
51.66598,4.85096
51.66593,4.85089
51.66593,4.85089
51.66593,4.85089
51.66593,4.85089
51.66593,4.85089
51.66593,4.85089
51.66596,4.85094
51.66596,4.85094
51.66596,4.85094
51.66596,4.85094
51.66596,4.85094
51.66599,4.85094
51.66602,4.85095
51.66602,4.85095
51.66602,4.85095
51.66601,4.8508700000000005
51.66604,4.85097
51.66604,4.85097
51.66604,4.85097
51.66604,4.85097
51.66604,4.85097
51.66603,4.85099
51.66603,4.85099
51.66603,4.85099
51.66603,4.85099
51.66603,4.85099
51.666,4.85096
51.666,4.85096
51.666,4.85096
51.66597,4.85098
51.66597,4.85098
51.66597,4.85098
51.66597,4.85098
51.66597,4.85098
51.66597,4.85098
51.66595,4.85092
51.66595,4.85092
51.66595,4.85092
51.66595,4.85092
51.66595,4.85092
51.66595,4.85092
51.66595,4.85094
51.66595,4.85094
51.66595,4.85094
51.66595,4.85094
51.66595,4.85094
51.66595,4.85094
51.66598,4.85099
51.66595,4.85094
51.66595,4.85094
51.66595,4.85094
51.66601,4.85096
51.66601,4.85096
51.66601,4.85096
51.66595,4.85097
51.66595,4.85097
51.66603,4.8510100000000005
51.66595,4.85102
51.66592,4.85098
51.66594,4.85102
51.666,4.85096
51.66599,4.85102
51.66603,4.85097
51.666,4.85097
51.666,4.85097
51.666,4.85097
51.666,4.85097
51.66598,4.85099
51.66598,4.85099
51.66598,4.85099
51.66598,4.85099
51.66598,4.85099
51.66598,4.85099
51.66594,4.85097
51.66594,4.85097
51.66598,4.85097
51.66598,4.85097
51.66597,4.851
51.66597,4.851
51.66597,4.851
51.66597,4.851
51.66597,4.851
51.66597,4.851
51.66598,4.85099
51.66598,4.85099
51.66598,4.85099
51.66598,4.85099
51.66598,4.85099
51.66598,4.85099
51.666,4.8510100000000005
51.666,4.8510100000000005
51.666,4.8510100000000005
51.66595,4.85096
51.66595,4.85096
51.66595,4.85096
51.66595,4.85096
51.66595,4.85096
51.66595,4.85096
51.66602,4.85108
51.66597,4.85094
51.666,4.85096
51.66597,4.85098
51.66598,4.85089
51.66599,4.85096
51.66601,4.85095
51.66594,4.85099
51.66596,4.85099
51.66595,4.85098
51.66598,4.85093
51.66597,4.85091
51.66604,4.85097
51.66597,4.85095
51.66599,4.85092
51.66597,4.85094
51.66595,4.85097
51.66598,4.85102
51.66598,4.8510100000000005
51.66603,4.85107
51.66604,4.85098
51.66603,4.8510100000000005
51.66598,4.85093
51.666,4.85098
51.66606,4.85106
51.66604,4.85103
51.66602,4.8510100000000005
51.66599,4.85099
51.66594,4.851
51.66604,4.85099
51.66599,4.85097
51.66599,4.851
51.66603,4.85102
51.666,4.85099
51.66605,4.8510100000000005
51.66595,4.85105
51.66599,4.85102
51.66592,4.8510100000000005
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95848,4.0125
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95732,4.03457
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.95794,4.01064
51.72718,4.70037
51.72719,4.70036
51.72718,4.70035
51.72718,4.70034
51.72719,4.70034
51.72719,4.70034
51.72718,4.70032
51.72717,4.70035
51.72717,4.70036
51.72716,4.70036
51.72718,4.70036
51.72717,4.70036
51.72718,4.70036
51.72717,4.70037
51.72717,4.70035
51.72718,4.70038
51.7272,4.70035
51.72718,4.70035
51.72718,4.70038
51.72718,4.70035
51.72719,4.70037
51.72719,4.70038
51.72718,4.7004
51.72718,4.70037
51.72719,4.70036
51.72719,4.70036
51.72718,4.70037
51.72716,4.70035
51.72717,4.70036
51.72717,4.70037
51.72719,4.7003900000000005
51.72719,4.70041
51.72718,4.7004
51.72718,4.7003900000000005
51.72719,4.7003900000000005
51.72718,4.7003900000000005
51.72718,4.7003900000000005
51.72719,4.7004
51.72716,4.7004
51.72716,4.70038
51.72715,4.7004
51.72717,4.7004
51.72717,4.70038
51.72717,4.7004
51.72717,4.7004
51.72716,4.7003900000000005
51.72716,4.7003900000000005
51.72718,4.7003900000000005
51.72718,4.70037
51.72713,4.7004
51.72717,4.70042
51.72716,4.7004
51.72716,4.70038
51.72719,4.70041
51.72719,4.7004
51.72718,4.70041
51.72718,4.70038
51.72718,4.7003900000000005
51.72716,4.7004
51.72717,4.70038
51.72718,4.70038
51.72717,4.7004
51.72717,4.70038
51.72716,4.70037
51.72717,4.70038
51.72717,4.7003900000000005
51.72717,4.70038
51.72718,4.7004
51.72717,4.70038
51.72719,4.70041
51.72719,4.7003900000000005
51.72717,4.7003900000000005
51.72718,4.70037
51.72718,4.70037
51.72719,4.70041
51.72717,4.70042
51.72717,4.70041
51.72718,4.70038
51.72717,4.7003900000000005
51.72719,4.70038
51.72716,4.7004
51.72721,4.70037
51.72719,4.70037
51.72718,4.70037
51.72718,4.70037
51.72718,4.70037
51.72719,4.70036
51.72718,4.70037
51.72717,4.70037
51.72719,4.7003900000000005
51.72715,4.70037
51.72717,4.70037
51.72718,4.70037
51.72718,4.70035
51.72718,4.7003900000000005
51.72718,4.70037
51.72718,4.7003900000000005
51.7272,4.7003900000000005
51.72719,4.70037
51.72717,4.70037
51.72717,4.7003900000000005
51.72719,4.70037
51.7272,4.70037
51.72719,4.70038
51.72719,4.70038
51.72718,4.7003900000000005
51.72718,4.7003900000000005
51.72719,4.70038
51.72718,4.70038
51.72718,4.70038
51.72718,4.70036
51.72719,4.7004
51.72719,4.7004
51.72719,4.70038
51.72719,4.70038
51.72719,4.70037
51.7272,4.70038
51.72717,4.70037
51.72717,4.70037
51.72719,4.7004
51.72718,4.70038
51.72719,4.70038
51.7272,4.7003900000000005
51.72721,4.70038
51.72721,4.70038
51.72719,4.70037
51.72716,4.70037
51.72717,4.70036
51.72719,4.70037
51.72719,4.70037
51.72715,4.70034
51.72716,4.70036
51.72718,4.70037
51.72715,4.70037
51.72717,4.70037
51.34126,4.29511
51.34126,4.2951
51.34127,4.2951
51.34127,4.2951
51.34127,4.2951
51.34126,4.29509
51.34126,4.2951
51.34126,4.2951
51.34126,4.2951
51.34128,4.29509
51.34128,4.29509
51.34127,4.2951
51.34127,4.2951
51.34127,4.2951
51.34128,4.29509
51.34128,4.29509
51.34128,4.29509
51.34128,4.29509
51.34128,4.2950800000000005
51.34128,4.2950800000000005
51.34127,4.29509
51.34127,4.29509
51.34127,4.29509
51.34127,4.29509
51.34127,4.29509
51.34126,4.2951
51.34126,4.2951
51.34127,4.2951
51.34126,4.2951
51.34126,4.2951
51.34126,4.29509
51.34126,4.29511
51.34126,4.29511
51.34127,4.29509
51.34127,4.29511
51.34127,4.29511
51.34127,4.2951
51.34128,4.2951
51.34128,4.2951
51.34127,4.2951
51.34127,4.2951
51.34127,4.2951
51.34127,4.2951
51.34127,4.2951
51.34127,4.2951
51.34127,4.2951
51.34129,4.2951
51.34127,4.2950800000000005
51.34127,4.2950800000000005
51.34127,4.2950800000000005
51.34127,4.2950800000000005
51.34128,4.2950800000000005
51.34128,4.2950800000000005
51.34127,4.29507
51.34127,4.29506
51.34127,4.29506
51.34127,4.29506
51.34127,4.29506
51.34127,4.29506
51.34125,4.29506
51.34125,4.29506
51.34126,4.29505
51.34126,4.29505
51.34126,4.29505
51.34127,4.29506
51.34128,4.29506
51.34128,4.29506
51.34127,4.29506
51.34127,4.29506
51.34126,4.29506
51.34126,4.29506
51.34127,4.29505
51.34127,4.29505
51.34127,4.29505
51.34127,4.29505
51.34127,4.29505
51.34127,4.29506
51.34127,4.29504
51.34127,4.29505
51.34127,4.29504
51.34127,4.29504
51.34127,4.29504
51.87281,4.30994
51.87279,4.30992
51.87279,4.30993
51.87282,4.30995
51.87283,4.30993
51.87281,4.30998
51.8728,4.30997
51.87281,4.30995
51.8728,4.30998
51.87281,4.30997
51.87283,4.30995
51.87281,4.30993
51.8728,4.30994
51.87278,4.30994
51.87278,4.30996
51.87282,4.30994
51.87283,4.30991
51.87281,4.30994
51.87282,4.30994
51.87282,4.30996
51.87281,4.30993
51.87281,4.30993
51.87282,4.30994
51.87282,4.30991
51.8728,4.30993
51.87281,4.30995
51.87283,4.30996
51.87282,4.30995
51.87282,4.30997
51.87282,4.30997
51.87281,4.30996
51.87283,4.30994
51.8728,4.30995
51.87283,4.30995
51.87283,4.30995
51.87281,4.30996
51.87279,4.30996
51.87281,4.30995
51.87282,4.30994
51.87281,4.30996
51.87281,4.30995
51.87281,4.30995
51.8728,4.30993
51.8728,4.30996
51.87279,4.30994
51.87279,4.30995
51.87279,4.30996
51.87278,4.30995
51.8728,4.30994
51.87281,4.3099
51.87279,4.30994
51.88844,4.31161
51.88843,4.31162
51.88842,4.31159
51.30135,4.324
51.30134,4.324
51.30133,4.324
51.30132,4.324
51.30132,4.324
51.30133,4.32398
51.30133,4.32398
51.30132,4.32399
51.30133,4.32399
51.30133,4.32399
51.30133,4.32396
51.30131,4.32398
51.30133,4.32398
51.30132,4.324
51.30133,4.32399
51.30134,4.324
51.30133,4.324
51.30135,4.32398
51.30134,4.32398
