lat,long
51.92818,4.16935
51.92818,4.16933
51.92818,4.16931
51.92819,4.16933
51.9282,4.16937
51.92817,4.16938
51.92819,4.16934
51.92818,4.16933
51.92817,4.16934
51.92817,4.1693
51.92816,4.16933
51.92819,4.16934
51.92819,4.16935
51.92817,4.16935
51.92816,4.16934
51.92814,4.16931
51.92814,4.16935
51.92813,4.16931
51.92817,4.16932
51.92811,4.16937
51.92819,4.16931
51.92819,4.16933
51.92817,4.16934
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.70761,5.26945
51.72913,5.26018
51.72913,5.26018
51.72913,5.26018
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.84596,4.6674500000000005
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.88019,4.40358
51.87973,4.40677
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.9579,4.01227
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95707,4.01029
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95783,4.01179
51.95755,4.03656
51.95769,4.03788
51.95769,4.03788
51.95769,4.03788
51.95769,4.03788
51.95769,4.03788
51.95769,4.03788
51.95769,4.03788
51.95769,4.03788
51.95769,4.03788
51.95769,4.03788
51.95769,4.03788
51.95769,4.03788
51.95769,4.03788
51.95769,4.03788
51.95774,4.04223
51.95774,4.04223
51.95774,4.04223
51.95774,4.04223
51.95774,4.04223
51.95774,4.04223
51.95774,4.04223
51.95774,4.04223
51.95774,4.04223
51.95774,4.04223
51.95774,4.04223
51.95774,4.04223
51.95774,4.04223
47.60323,7.59345
47.60323,7.59345
47.60322,7.59346
47.60322,7.59346
47.60322,7.59346
47.60322,7.59346
47.60322,7.59346
47.60322,7.59346
47.60322,7.59346
47.60323,7.59342
47.60323,7.59342
47.60323,7.59342
47.60323,7.59342
47.60323,7.59342
47.60323,7.59342
47.55876,7.62866
47.55876,7.62866
47.54067,7.66217
47.54067,7.66217
47.54067,7.66217
47.54067,7.6621500000000005
47.54067,7.6621500000000005
47.54066,7.66217
47.54072,7.66216
47.54072,7.66216
47.54071,7.66218
47.54069,7.66218
47.54069,7.66218
47.54068,7.66216
47.54068,7.66216
47.54068,7.66216
47.54072,7.66216
47.54072,7.66216
47.54072,7.66216
47.54068,7.66216
47.54068,7.66216
47.54068,7.66216
47.54067,7.66214
47.54067,7.66214
47.54067,7.66214
47.54066,7.66213
47.54066,7.66213
47.54066,7.66213
47.54066,7.66217
47.54066,7.66217
47.54066,7.66217
47.54066,7.66213
47.54066,7.66213
47.54066,7.66213
47.54068,7.66214
47.54068,7.66214
47.54069,7.66213
47.54065,7.66219
47.54065,7.66219
47.54067,7.6621500000000005
47.54068,7.66213
47.54068,7.66213
47.5407,7.6621500000000005
47.5407,7.6621500000000005
47.5407,7.6621500000000005
47.54068,7.66213
47.54073,7.66214
47.54073,7.66214
47.54068,7.6621500000000005
47.5407,7.66214
47.5407,7.66214
47.5407,7.66214
47.54067,7.66214
47.54067,7.66214
47.54067,7.66216
47.54066,7.6621500000000005
47.54066,7.6621500000000005
47.54066,7.6621500000000005
47.54067,7.66214
47.54067,7.66214
47.54067,7.6621500000000005
47.54067,7.6621500000000005
47.54067,7.6621500000000005
47.54068,7.66214
47.54066,7.66217
47.54066,7.66217
47.54066,7.66217
47.54066,7.6621500000000005
47.54066,7.6621500000000005
47.5407,7.66213
47.54067,7.66213
47.54067,7.66213
47.5407,7.66214
47.5407,7.66216
47.5407,7.66216
47.5407,7.66214
47.54071,7.6621500000000005
47.54071,7.6621500000000005
47.54065,7.66213
47.54065,7.66213
47.54065,7.66213
47.54072,7.66216
47.54072,7.66216
47.54072,7.66216
47.54072,7.66216
47.54072,7.66216
47.54072,7.66216
47.54071,7.66213
47.54071,7.66213
47.54071,7.66213
47.54068,7.66212
47.54068,7.66212
47.54068,7.66212
47.54069,7.66213
47.54069,7.66213
47.5407,7.66211
47.54068,7.66212
47.54068,7.66212
47.54071,7.66213
47.54068,7.66214
47.54068,7.66214
47.54068,7.66213
51.95711,4.01094
51.95708,4.01094
51.95697,4.01016
51.95696,4.0101
51.95694,4.01013
51.95695,4.0101
51.95693,4.01012
51.95693,4.01014
51.95694,4.01015
51.95691,4.01014
51.95694,4.01011
51.95695,4.01017
51.95695,4.01011
51.95695,4.01013
51.95693,4.01004
51.95704,4.01007
51.95704,4.01007
51.95696,4.01012
51.95694,4.01011
51.95694,4.01012
51.95697,4.01009
51.95693,4.01004
51.95693,4.01004
51.95695,4.0101
51.95691,4.01008
51.95701,4.01006
51.94462,4.04662
51.9446,4.0466
51.94461,4.04664
51.94462,4.04663
51.94462,4.04663
51.94461,4.04661
51.94462,4.04663
51.94462,4.04665
51.94464,4.04661
51.94462,4.04664
51.944630000000004,4.0466
51.944630000000004,4.04663
51.94462,4.04659
51.94462,4.04661
51.94464,4.04657
51.94464,4.04657
51.94459,4.04661
51.9446,4.0466
51.94461,4.04665
51.94458,4.04662
51.9446,4.04663
51.94458,4.04666
51.94461,4.04659
51.94459,4.04663
51.9445,4.04667
51.94452,4.04662
51.94452,4.04662
51.94449,4.04672
51.94454,4.0467
51.94454,4.0467
51.94452,4.0467
51.94452,4.04669
51.94448,4.04671
51.94448,4.04671
51.9445,4.04671
51.94452,4.04675
51.94452,4.04675
51.94452,4.04675
51.94452,4.04671
51.94455,4.04667
51.94455,4.04667
51.94454,4.0467
51.94452,4.04666
51.94453,4.04668
51.94453,4.04668
51.94453,4.04668
51.94452,4.04669
51.94554,4.03924
51.94554,4.03924
51.94554,4.03924
51.94551,4.03922
51.94552,4.03923
51.94552,4.03923
51.94548,4.03922
51.94556,4.03928
51.9455,4.03922
51.9455,4.03922
51.94548,4.03923
51.94545,4.03925
51.69329,4.41554
51.69329,4.41554
51.68955,4.40912
51.68956,4.40912
51.68956,4.40912
51.68954,4.40912
51.68954,4.40912
51.68954,4.40912
51.5012,4.27073
51.50122,4.27072
51.49874,4.27273
51.49874,4.27273
51.49874,4.27273
51.4987,4.27277
51.4987,4.27277
51.4987,4.27277
51.49873,4.27278
51.49873,4.27278
51.49873,4.27278
51.49874,4.27276
51.49871,4.27277
51.49871,4.27277
51.49871,4.27277
51.49871,4.27277
51.49871,4.27277
51.49871,4.27277
51.49879,4.27273
51.49879,4.27273
51.49867,4.27287
51.49867,4.27287
51.49867,4.27287
51.49873,4.27276
51.49873,4.27276
51.49873,4.27276
51.49873,4.27276
51.49873,4.27276
51.49873,4.27276
51.49872,4.27279
51.49872,4.27279
51.49872,4.27279
51.49872,4.27279
51.49872,4.27279
51.49872,4.27279
51.49868,4.2728
51.49868,4.2728
51.49868,4.2728
51.49877,4.2728
51.49877,4.2728
51.49877,4.2728
51.49875,4.27281
51.49875,4.27281
51.49875,4.27281
51.49875,4.27281
51.49875,4.27281
51.49875,4.2728
51.49871,4.27284
51.49871,4.27284
51.49873,4.27279
51.49869,4.27271
51.49869,4.27271
51.49875,4.27283
51.49875,4.27283
51.49875,4.27283
51.49875,4.27283
51.49875,4.27283
51.49875,4.27283
51.49872,4.27276
51.44575,3.58327
51.44575,3.58329
51.44579,3.5833
51.44579,3.58329
51.44576,3.58333
51.44577,3.58334
51.44576,3.58333
51.44582,3.58334
51.44573,3.58327
51.44574,3.58332
51.44577,3.58333
51.44574,3.58327
51.44572,3.58331
51.44565,3.58325
51.4457,3.58331
51.44571,3.58331
51.44571,3.58332
51.44577,3.58332
51.44587,3.58333
51.44591,3.58337
51.44589,3.58336
51.4459,3.58334
51.44591,3.58334
51.44593,3.58338
51.44592,3.58334
51.4459,3.58334
51.44587,3.58327
51.4459,3.58329
51.44583,3.58314
51.4459,3.58331
51.4459,3.58333
51.4459,3.5833500000000003
51.44589,3.58331
51.44588,3.58326
51.44591,3.58332
51.44592,3.58334
51.44589,3.58326
51.4459,3.58325
51.44596,3.58343
51.44594,3.58343
51.44597,3.58344
51.44597,3.58343
51.44594,3.5834200000000003
51.44597,3.58344
51.44594,3.58343
51.44596,3.5834200000000003
51.44595,3.58344
51.44594,3.58343
51.44598,3.58346
51.44595,3.58344
51.44597,3.58344
51.44593,3.5834
51.44594,3.58339
51.44593,3.58338
51.44597,3.58344
51.44599,3.58343
51.44594,3.5834
51.44587,3.58333
51.44591,3.58337
51.44592,3.58339
51.44591,3.5833500000000003
51.44594,3.58333
51.4459,3.58337
51.44587,3.58331
51.4458,3.58325
51.4459,3.58332
51.44588,3.5833500000000003
51.4459,3.58334
51.44586,3.58331
51.44578,3.58326
51.44586,3.5833
51.4459,3.58337
51.44586,3.58329
51.44583,3.58339
51.44589,3.58336
51.44586,3.58333
51.44589,3.58336
51.44594,3.5833500000000003
51.44593,3.58338
51.44593,3.58338
51.44594,3.58337
51.44595,3.5834
51.44593,3.58338
51.44591,3.58339
51.44593,3.5833500000000003
51.4459,3.58334
51.44592,3.58334
51.4459,3.58334
51.44593,3.58336
51.44582,3.58327
51.44589,3.58329
51.44586,3.58333
51.44588,3.58338
51.44588,3.58334
51.44587,3.58332
51.44586,3.58327
51.44588,3.58333
51.44587,3.58325
51.44592,3.58329
51.4459,3.58327
51.44587,3.5832
51.44589,3.58313
51.44591,3.58318
51.44586,3.58308
51.44585,3.58316
51.44586,3.58318
51.44585,3.58312
51.44589,3.58322
51.4459,3.5833
51.44592,3.58333
51.44587,3.58326
51.44592,3.58337
51.44593,3.58327
51.44592,3.58338
51.44585,3.58325
51.44586,3.58331
51.44587,3.58329
51.44584,3.58332
51.44586,3.58332
51.4459,3.58334
51.44587,3.58334
51.44582,3.58332
51.44575,3.58332
51.44572,3.5832800000000002
51.44584,3.58332
51.44577,3.58326
51.44571,3.5832100000000002
51.44581,3.58329
51.44571,3.58324
51.44572,3.58319
51.44573,3.5832
51.44578,3.58325
51.44578,3.58325
51.44578,3.5832
51.44572,3.58311
51.44577,3.58314
51.44575,3.58324
51.44573,3.58316
51.44566,3.58305
51.44577,3.58316
51.44579,3.58318
51.44578,3.5832100000000002
51.44579,3.58325
51.44578,3.58324
51.44583,3.58325
51.44589,3.58329
51.44592,3.58336
51.44589,3.58332
51.44589,3.58331
51.4459,3.58341
51.44589,3.58339
51.4459,3.58336
51.44594,3.5834
51.44589,3.58339
51.44592,3.5834
51.44594,3.5834200000000003
51.44599,3.5834799999999998
51.44589,3.5833500000000003
51.44587,3.58337
51.44584,3.5833500000000003
51.44589,3.58338
51.44586,3.58338
51.44589,3.58337
51.44593,3.5834200000000003
51.44589,3.58339
51.44583,3.5833500000000003
51.44594,3.58343
51.44587,3.58338
51.44588,3.58341
51.44586,3.58337
51.44586,3.58337
51.44586,3.58337
51.44584,3.58336
51.44585,3.58337
51.44582,3.58336
51.44582,3.5833
51.44584,3.58334
51.44584,3.58333
51.44583,3.58329
51.44583,3.58332
51.44586,3.58327
51.44588,3.58334
51.44589,3.5834200000000003
51.4459,3.58337
51.44589,3.58341
51.44586,3.58332
51.44586,3.58332
51.44585,3.58327
51.44584,3.5833500000000003
51.44585,3.58338
51.44589,3.5834
51.44589,3.5834
51.44601,3.58344
51.4457,3.58324
51.44592,3.58345
51.44591,3.58343
51.44589,3.5834200000000003
51.44588,3.5834200000000003
51.4459,3.58343
51.44585,3.58343
51.44573,3.58331
51.44571,3.58337
51.44577,3.58327
51.44591,3.58337
51.44592,3.58334
51.4459,3.58337
51.44587,3.58333
51.44584,3.58323
51.44595,3.58337
51.44596,3.58339
51.44593,3.5833500000000003
51.44593,3.5833500000000003
51.44587,3.58331
51.44588,3.58325
51.44587,3.58331
51.44587,3.58323
51.44582,3.58319
51.44586,3.58326
51.44584,3.58323
51.44591,3.5833500000000003
51.44585,3.5833
51.44591,3.5833
51.44587,3.58332
51.44584,3.5833
51.44584,3.58327
51.44585,3.58337
51.44588,3.5834
51.44588,3.58338
51.44582,3.58337
51.44586,3.58336
51.44587,3.58339
51.44587,3.58338
51.44582,3.58333
51.44576,3.5833
51.44578,3.5833500000000003
51.44574,3.58339
51.44585,3.58334
51.44582,3.58331
51.44587,3.58334
51.44588,3.58337
51.44583,3.58327
51.44587,3.58331
51.44587,3.58334
51.44587,3.58336
51.44586,3.58331
51.44587,3.5833500000000003
51.44581,3.58331
51.44594,3.58337
51.44586,3.58332
51.44586,3.58332
51.44591,3.58339
51.44585,3.58334
51.44586,3.58336
51.44595,3.58344
51.4459,3.58337
51.44592,3.58341
51.44595,3.58343
51.44591,3.58338
51.44593,3.58341
51.44592,3.58339
51.44594,3.5834200000000003
51.44588,3.58338
51.44591,3.58345
51.44584,3.58343
51.44582,3.58338
51.44585,3.58341
51.4459,3.5834200000000003
51.44591,3.58343
51.44592,3.58337
51.44583,3.58332
51.44587,3.58336
51.44595,3.5834200000000003
51.44583,3.5832800000000002
51.44581,3.58323
51.44585,3.58329
51.44588,3.58333
51.44584,3.58326
51.4458,3.58327
51.44574,3.58315
51.44575,3.58323
51.44577,3.58322
51.44578,3.58326
51.44573,3.58319
51.4457,3.58319
51.44569,3.58322
51.44571,3.5832
51.44573,3.58326
51.87279,4.30996
51.87282,4.3099
51.87282,4.30996
51.87283,4.30994
51.87281,4.30995
51.87283,4.30993
51.8728,4.30992
51.87284,4.30995
51.8728,4.30994
51.87282,4.30994
51.8728,4.30995
51.87283,4.30996
51.87279,4.30993
51.87281,4.30992
51.8728,4.30993
51.87281,4.30996
51.87283,4.30998
51.8728,4.30996
51.87282,4.30994
51.87281,4.30995
51.87281,4.30996
51.87281,4.30994
51.8728,4.30992
51.87279,4.30994
51.87282,4.30996
51.87281,4.30994
51.8728,4.30993
51.87283,4.30998
51.87281,4.30994
51.87281,4.30994
51.87279,4.30995
51.87278,4.30997
51.87281,4.30995
51.87282,4.30993
51.87282,4.30995
51.87278,4.30994
51.8728,4.30995
51.87284,4.30999
51.44937,4.23099
51.44935,4.23101
51.44935,4.23103
51.29152,4.33228
51.29155,4.33229
51.29151,4.3323
51.29152,4.33229
51.29152,4.33228
51.29152,4.3323
51.29152,4.33229
51.29153,4.3323
51.2915,4.33229
51.29153,4.33228
51.29152,4.33228
51.29152,4.33227
51.29152,4.33228
51.2915,4.33229
51.2915,4.3323
51.29152,4.33228
51.29151,4.33229
51.29151,4.33229
51.29151,4.33229
51.29151,4.33229
51.29151,4.33229
51.2915,4.33229
51.29153,4.3323
51.29153,4.33229
51.29152,4.3323
51.29152,4.33229
51.2915,4.33231
51.25311,4.37113
51.25311,4.3711
51.2531,4.37112
51.25309,4.3711400000000005
51.25311,4.37111
51.25312,4.3711400000000005
51.2531,4.37111
51.2531,4.37112
51.2531,4.37111
51.25311,4.37109
51.25313,4.37111
51.25313,4.3711
51.2531,4.37113
51.25306,4.37113
51.2531,4.37112
51.25315,4.37111
51.2531,4.37111
51.25305,4.37111
51.25312,4.3711
51.25311,4.37111
51.25311,4.3711
51.25312,4.37112
51.2531,4.37112
51.2531,4.37109
51.2531,4.37105
51.25312,4.37111
51.25312,4.37112
51.25309,4.37111
51.25312,4.3711400000000005
51.25312,4.3711
51.25313,4.3711
51.25311,4.3711400000000005
51.2531,4.3711400000000005
51.2531,4.37113
51.25311,4.37113
51.2531,4.3711400000000005
51.2531,4.37111
51.2531,4.37109
51.2531,4.37113
51.25313,4.37111
51.25309,4.37116
51.2531,4.37113
51.25308,4.37111
51.25308,4.37117
51.25309,4.37113
51.25307,4.37113
51.25311,4.37111
51.25311,4.37112
51.25314,4.3711400000000005
51.25311,4.37109
51.25312,4.37111
51.25313,4.3711
51.25312,4.37111
51.25312,4.37111
51.2531,4.37112
51.25312,4.37112
51.25312,4.37112
51.25311,4.37109
51.25313,4.37111
51.25311,4.3711
51.25311,4.37112
51.25311,4.37111
51.25311,4.37111
51.25311,4.37112
51.25311,4.3711
51.2531,4.37111
51.25313,4.37109
51.2531,4.37112
51.25311,4.37111
51.25313,4.37107
51.25312,4.37111
51.25312,4.37111
51.25311,4.37112
51.25313,4.3711
51.25311,4.3711
51.25312,4.37111
51.81406,4.65821
51.81406,4.65821
51.81404,4.65821
51.81407,4.65823
51.81402,4.65822
51.81405,4.65823
51.81405,4.65821
51.81405,4.65821
51.81404,4.65819
51.81405,4.65822
51.81404,4.65821
51.81408,4.6582
51.81406,4.65818
51.81405,4.65819
51.81404,4.65821
51.81405,4.65819
51.81405,4.65817
51.81405,4.65819
51.81404,4.65822
51.81404,4.65818
51.81405,4.65819
51.81406,4.65818
51.81405,4.65819
51.81406,4.65817
51.81405,4.65818
51.81405,4.6582
51.81406,4.65819
51.81407,4.6582
51.81405,4.6582
51.81405,4.65819
51.81407,4.65819
51.81407,4.65818
51.81407,4.65818
51.81406,4.65819
51.81405,4.65818
51.81407,4.65818
51.81406,4.65819
51.81408,4.6582
51.81405,4.6581600000000005
51.81407,4.65819
51.81404,4.65819
51.81405,4.65819
51.81405,4.6581600000000005
51.81406,4.6582
51.81405,4.65819
51.81405,4.65819
51.81405,4.6582
51.81408,4.6582
51.81406,4.6582
51.81406,4.65822
51.81408,4.65822
51.81404,4.65821
51.81405,4.65821
51.81406,4.65823
51.81405,4.65824
51.81407,4.65823
51.81407,4.65823
51.81406,4.65823
51.81407,4.65822
51.81406,4.65822
51.81406,4.65822
51.81407,4.65818
51.81408,4.65823
51.81407,4.65823
51.81407,4.6582
51.81408,4.6582
51.81407,4.65821
51.81407,4.65819
51.81405,4.6582
51.81406,4.65818
51.81407,4.65822
51.81404,4.65822
51.81404,4.65822
51.81404,4.65821
51.81404,4.65821
51.81403,4.65821
51.81405,4.65821
51.81407,4.65821
51.81405,4.65819
51.81407,4.65819
51.81407,4.65819
51.81405,4.65821
51.81406,4.6581600000000005
51.81405,4.6581600000000005
51.81404,4.65817
51.81405,4.65818
51.81404,4.65818
51.81404,4.6581600000000005
51.81406,4.65818
51.81405,4.65818
51.81407,4.65819
51.81407,4.65817
51.81406,4.65818
51.81406,4.65819
51.81407,4.65818
51.81405,4.6582
51.81408,4.65821
51.81407,4.65819
51.81406,4.65821
51.81406,4.6582
51.81409,4.6582
51.81408,4.65817
51.81409,4.6581600000000005
51.81408,4.6582
51.81408,4.6581600000000005
51.81407,4.65818
51.81408,4.65817
51.81409,4.6582
51.81407,4.6581600000000005
51.81407,4.65817
51.81407,4.6581600000000005
51.81407,4.65818
51.81407,4.65817
51.81408,4.6581600000000005
51.81407,4.65817
51.81407,4.65817
51.81409,4.65817
51.81406,4.65817
51.81407,4.65817
51.81404,4.65818
51.81405,4.65818
51.81403,4.6582
51.81404,4.65819
51.81404,4.65819
51.81403,4.6582
51.81404,4.65818
51.81403,4.6582
51.81402,4.6582
51.81402,4.65822
51.81403,4.65821
51.81403,4.65819
51.81404,4.65821
51.81401,4.6581600000000005
51.81404,4.65821
51.81402,4.65819
51.81405,4.65823
51.81402,4.65819
51.81403,4.65818
51.81405,4.65821
51.81402,4.65821
51.81404,4.65817
51.81406,4.65819
51.81402,4.65818
51.81404,4.65819
51.81404,4.6582
51.81405,4.65819
51.81403,4.6582
51.81406,4.65819
51.81405,4.65821
51.81404,4.65818
51.81404,4.65821
51.81403,4.6582
51.81405,4.6582
